0.0	Mo	Gr	T	B	NK			
0.5	6.27				
1.0	7.3	8.84	0.27	8.33	7.97
2.0	7.3	8.85	0.37	8.15	4.66
3.0	6.9	6.51	2.06	5.87	2.44
5.5	4.79	5.64	4.21	3.49	3.97
7.0	7.6	7.14	5.5	4.66	3.35
10.0	7.72	6.82	5.64	5.76	3.03
12.0	6.77	8.74	6.22	5.35	3.55
15.5	7.94	10.7	6.53	6.39	12.8
22.0	6.9	7.61	7.15	8.65	7.26
28.0	6.55	8.26	7.14	5.7	8.18
32.0	6.59	8.38	5.03	7.35	8.29
36.0	9.75	7.23	5.0	7.16	8.43
