0.0	Mo	Gr	T	B	NK				
0.5	22.8	18.8			
1.0	22.7	19.9	1.55	22	15.5
2.0	21.45	21.4	1.85	20.15	20.5
3.0	26.2	23.6	9.265	24.33	23.55
4.5	30.85	25.4	12.7	25.45	23.55
6.5	28.2	29.5	19.5	29.5	26
9.5	33.2	30.1	26.7	34.1	32.2
12.0	32.8	28.7	27.4	35.3	31.7
14.5	29.5	30.6	24.3	29.9	27.9
17.0	32.9	30.5	31	29.4	29.3
18.5	32.4	28.6	26.6	29.6	31.2
22.0	33.6	29.8	26.5	33.4	33
24.0	31.1	30.2	28	33	33.6
27.0	33.2	32.7	26.9	32.8	35.2
36.0	30.4	30.3	26.4	30.6	37.7
42.0	31.8	33.7	23.1	30.6	29.5
